Treatment	Chamber	WDH	Seconds	Date(Y-M-D)	Time(H:M:S)	CO2(ppm)	H2O(ppt)	H2O(C)	Cell_Temperature(C)	Cell_Pressure(kPa)	CO2_Absorption	H2O_Absorption
AQC	7	D	179	2020-03-23	18:36:17	638,44	12,35	9,59	51,15	97,14	0,1137	0,0726
AQC	7	D	180	2020-03-23	18:36:18	638,39	12,37	9,62	51,15	97,14	0,1138	0,0728
AQC	7	D	181	2020-03-23	18:36:19	640,87	12,35	9,6	51,12	97,13	0,1141	0,0725
AQC	7	D	182	2020-03-23	18:36:20	642,57	12,32	9,56	51,15	97,15	0,1143	0,0726
AQC	7	D	183	2020-03-23	18:36:21	644,39	12,34	9,59	51,15	97,17	0,1146	0,0727
AQC	7	D	184	2020-03-23	18:36:22	645,89	12,37	9,62	51,15	97,15	0,1147	0,0728
AQC	7	D	185	2020-03-23	18:36:23	643,96	12,33	9,58	51,17	97,17	0,1144	0,0726
AQC	7	D	186	2020-03-23	18:36:24	645,08	12,37	9,62	51,15	97,13	0,1145	0,0728
AQC	7	D	187	2020-03-23	18:36:25	643,08	12,37	9,61	51,13	97,12	0,1142	0,0726
AQC	7	D	188	2020-03-23	18:36:26	643,7	12,35	9,6	51,12	97,14	0,1145	0,0727
AQC	7	D	189	2020-03-23	18:36:27	646,02	12,35	9,6	51,13	97,15	0,1147	0,0727
AQC	7	D	190	2020-03-23	18:36:28	648,13	12,35	9,6	51,15	97,15	0,1148	0,0727
AQC	7	D	191	2020-03-23	18:36:29	645,96	12,36	9,61	51,15	97,15	0,1147	0,0727
AQC	7	D	192	2020-03-23	18:36:30	648,1	12,36	9,61	51,17	97,14	0,1149	0,0727
AQC	7	D	193	2020-03-23	18:36:31	647,21	12,37	9,62	51,16	97,14	0,1148	0,0727
AQC	7	D	194	2020-03-23	18:36:32	649,07	12,34	9,58	51,13	97,14	0,115	0,0727
AQC	7	D	195	2020-03-23	18:36:33	650,5	12,36	9,61	51,13	97,13	0,1153	0,0727
AQC	7	D	196	2020-03-23	18:36:34	649,85	12,37	9,63	51,15	97,17	0,1149	0,0727
AQC	7	D	197	2020-03-23	18:36:35	647,89	12,37	9,62	51,15	97,17	0,1149	0,0727
AQC	7	D	198	2020-03-23	18:36:36	648,49	12,37	9,63	51,15	97,15	0,1151	0,0729
AQC	7	D	199	2020-03-23	18:36:37	650,73	12,36	9,62	51,17	97,15	0,1152	0,0727
AQC	7	D	200	2020-03-23	18:36:38	650,14	12,39	9,65	51,17	97,14	0,1151	0,0729
AQC	7	D	201	2020-03-23	18:36:39	650,5	12,38	9,64	51,15	97,14	0,1151	0,0728
AQC	7	D	202	2020-03-23	18:36:40	651,15	12,37	9,62	51,15	97,13	0,1154	0,0727
AQC	7	D	203	2020-03-23	18:36:41	651,75	12,41	9,67	51,15	97,15	0,1152	0,0729
AQC	7	D	204	2020-03-23	18:36:42	651,77	12,37	9,63	51,15	97,14	0,1153	0,0728
AQC	7	D	205	2020-03-23	18:36:43	653,18	12,39	9,65	51,15	97,15	0,1155	0,0728
AQC	7	D	206	2020-03-23	18:36:44	654,01	12,38	9,64	51,15	97,15	0,1156	0,0728
AQC	7	D	207	2020-03-23	18:36:45	653,93	12,37	9,63	51,16	97,16	0,1156	0,0727
AQC	7	D	208	2020-03-23	18:36:46	654,39	12,4	9,66	51,15	97,13	0,1156	0,0729
AQC	7	D	209	2020-03-23	18:36:47	656,48	12,39	9,64	51,12	97,14	0,116	0,0728
AQC	7	D	210	2020-03-23	18:36:48	659,3	12,38	9,64	51,13	97,14	0,1162	0,0729
AQC	7	D	211	2020-03-23	18:36:49	661,1	12,4	9,66	51,15	97,14	0,1163	0,0729
AQC	7	D	212	2020-03-23	18:36:50	659,72	12,39	9,65	51,15	97,14	0,1163	0,0728
AQC	7	D	213	2020-03-23	18:36:51	660,83	12,37	9,63	51,15	97,15	0,1164	0,0728
AQC	7	D	214	2020-03-23	18:36:52	660,41	12,41	9,67	51,17	97,16	0,1164	0,0729
AQC	7	D	215	2020-03-23	18:36:53	665,91	12,4	9,66	51,16	97,13	0,1169	0,0728
AQC	7	D	216	2020-03-23	18:36:54	660,94	12,41	9,66	51,15	97,12	0,1163	0,0729
AQC	7	D	217	2020-03-23	18:36:55	660,94	12,41	9,66	51,15	97,12	0,1163	0,0729
AQC	7	D	218	2020-03-23	18:36:56	660,74	12,37	9,63	51,12	97,14	0,1163	0,0728
AQC	7	D	219	2020-03-23	18:36:57	660,23	12,38	9,64	51,15	97,15	0,1163	0,0728
AQC	7	D	220	2020-03-23	18:36:58	661,01	12,41	9,67	51,15	97,15	0,1165	0,0728
AQC	7	D	221	2020-03-23	18:36:59	663,96	12,39	9,64	51,15	97,15	0,1168	0,0729
AQC	7	D	222	2020-03-23	18:37:00	664,99	12,4	9,66	51,16	97,15	0,1169	0,0728
AQC	7	D	223	2020-03-23	18:37:01	665,21	12,38	9,64	51,15	97,14	0,1169	0,0729
AQC	7	D	224	2020-03-23	18:37:02	666,18	12,41	9,67	51,13	97,13	0,117	0,0729
AQC	7	D	225	2020-03-23	18:37:03	667,98	12,4	9,66	51,12	97,13	0,1172	0,0728
AQC	7	D	226	2020-03-23	18:37:04	667,83	12,39	9,64	51,15	97,15	0,1171	0,0728
AQC	7	D	227	2020-03-23	18:37:05	666,56	12,4	9,66	51,15	97,14	0,1171	0,0729
AQC	7	D	228	2020-03-23	18:37:06	668,66	12,41	9,67	51,15	97,14	0,1173	0,0729
AQC	7	D	229	2020-03-23	18:37:07	670,11	12,41	9,68	51,16	97,15	0,1175	0,0729
AQC	7	D	230	2020-03-23	18:37:08	668,03	12,4	9,66	51,17	97,17	0,1171	0,0728
AQC	8	A	1	2020-03-23	09:31:38	485,67	13	10,4	51,17	97,35	0,0947	0,0755
AQC	8	A	2	2020-03-23	09:31:39	485,98	13,06	10,46	51,16	97,32	0,0948	0,0758
AQC	8	A	3	2020-03-23	09:31:40	487,08	13,08	10,49	51,12	97,34	0,095	0,0758
AQC	8	A	4	2020-03-23	09:31:41	487,86	13,12	10,53	51,15	97,32	0,095	0,0761
AQC	8	A	5	2020-03-23	09:31:42	487,82	13,2	10,63	51,15	97,35	0,095	0,0763
AQC	8	A	6	2020-03-23	09:31:43	489,32	13,22	10,65	51,15	97,35	0,0953	0,0763
AQC	8	A	7	2020-03-23	09:31:44	489,43	13,25	10,69	51,17	97,35	0,0952	0,0765
AQC	8	A	8	2020-03-23	09:31:45	489,44	13,28	10,71	51,17	97,33	0,0953	0,0766
AQC	8	A	9	2020-03-23	09:31:46	491,49	13,35	10,78	51,15	97,31	0,0955	0,0769
AQC	8	A	10	2020-03-23	09:31:47	490,79	13,37	10,81	51,12	97,31	0,0954	0,077
AQC	8	A	11	2020-03-23	09:31:48	491,62	13,41	10,86	51,15	97,33	0,0956	0,0772
AQC	8	A	12	2020-03-23	09:31:49	493,19	13,45	10,91	51,15	97,34	0,0958	0,0773
AQC	8	A	13	2020-03-23	09:31:50	493,26	13,49	10,95	51,15	97,36	0,0958	0,0775
AQC	8	A	14	2020-03-23	09:31:51	494,54	13,54	11	51,15	97,35	0,0959	0,0776
AQC	8	A	15	2020-03-23	09:31:52	493,61	13,56	11,02	51,17	97,31	0,0958	0,0778
AQC	8	A	16	2020-03-23	09:31:53	494,92	13,6	11,07	51,16	97,31	0,096	0,0778
AQC	8	A	17	2020-03-23	09:31:54	495,58	13,62	11,09	51,13	97,34	0,0961	0,078
AQC	8	A	18	2020-03-23	09:31:55	496,63	13,66	11,14	51,13	97,32	0,0962	0,0781
AQC	8	A	19	2020-03-23	09:31:56	496,67	13,68	11,16	51,15	97,34	0,0963	0,0783
AQC	8	A	20	2020-03-23	09:31:57	497,66	13,74	11,23	51,15	97,36	0,0964	0,0785
AQC	8	A	21	2020-03-23	09:31:58	498,13	13,75	11,24	51,16	97,35	0,0964	0,0784
AQC	8	A	22	2020-03-23	09:31:59	499,65	13,76	11,25	51,17	97,34	0,0967	0,0786
AQC	8	A	23	2020-03-23	09:32:00	500,06	13,82	11,31	51,15	97,31	0,0966	0,0788
AQC	8	A	24	2020-03-23	09:32:01	501,16	13,82	11,31	51,13	97,34	0,0969	0,0787
AQC	8	A	25	2020-03-23	09:32:02	500,1	13,89	11,38	51,13	97,32	0,0966	0,079
AQC	8	A	26	2020-03-23	09:32:03	502,22	13,89	11,39	51,15	97,32	0,097	0,0791
AQC	8	A	27	2020-03-23	09:32:04	502,22	13,89	11,39	51,15	97,32	0,097	0,0791
AQC	8	A	28	2020-03-23	09:32:05	502,6	13,93	11,43	51,15	97,35	0,0971	0,0792
AQC	8	A	29	2020-03-23	09:32:06	503,99	14	11,51	51,17	97,35	0,0973	0,0795
AQC	8	A	30	2020-03-23	09:32:07	502,78	13,99	11,49	51,17	97,34	0,0969	0,0794
AQC	8	A	31	2020-03-23	09:32:08	504,05	14,03	11,54	51,16	97,32	0,0973	0,0795
AQC	8	A	32	2020-03-23	09:32:09	505,47	14,07	11,58	51,15	97,31	0,0974	0,0797
AQC	8	A	33	2020-03-23	09:32:10	505,79	14,07	11,58	51,12	97,32	0,0975	0,0798
AQC	8	A	34	2020-03-23	09:32:11	506,45	14,08	11,6	51,15	97,32	0,0975	0,0798
AQC	8	A	35	2020-03-23	09:32:12	506,6	14,15	11,67	51,15	97,34	0,0977	0,08
AQC	8	A	36	2020-03-23	09:32:13	507,54	14,16	11,68	51,15	97,35	0,0978	0,0801
AQC	8	A	37	2020-03-23	09:32:14	507,63	14,17	11,69	51,15	97,35	0,0977	0,0801
AQC	8	A	38	2020-03-23	09:32:15	509,16	14,22	11,74	51,17	97,31	0,0979	0,0803
AQC	8	A	39	2020-03-23	09:32:16	509,28	14,25	11,77	51,16	97,32	0,0979	0,0804
AQC	8	A	40	2020-03-23	09:32:17	510,87	14,26	11,78	51,12	97,31	0,0981	0,0804
AQC	8	A	41	2020-03-23	09:32:18	511,68	14,3	11,83	51,15	97,33	0,0982	0,0807
AQC	8	A	42	2020-03-23	09:32:19	512,08	14,29	11,81	51,15	97,33	0,0983	0,0805
AQC	8	A	43	2020-03-23	09:32:20	513,19	14,33	11,86	51,15	97,35	0,0985	0,0808
AQC	8	A	44	2020-03-23	09:32:21	512,71	14,35	11,89	51,16	97,35	0,0983	0,0809
AQC	8	A	45	2020-03-23	09:32:22	514,35	14,37	11,9	51,17	97,34	0,0986	0,0809
AQC	8	A	46	2020-03-23	09:32:23	514,93	14,42	11,95	51,16	97,32	0,0987	0,0811
AQC	8	A	47	2020-03-23	09:32:24	515,14	14,42	11,96	51,13	97,33	0,0987	0,081
AQC	8	A	48	2020-03-23	09:32:25	515,52	14,43	11,96	51,13	97,31	0,0987	0,0811
AQC	8	A	49	2020-03-23	09:32:26	516,57	14,48	12,01	51,15	97,33	0,099	0,0814
AQC	8	A	50	2020-03-23	09:32:27	518,68	14,46	12	51,15	97,33	0,0991	0,0813
AQC	8	A	51	2020-03-23	09:32:28	517,76	14,47	12,01	51,17	97,35	0,099	0,0812
AQC	8	A	52	2020-03-23	09:32:29	519,07	14,52	12,06	51,17	97,32	0,0992	0,0815
AQC	8	A	53	2020-03-23	09:32:30	519,93	14,5	12,04	51,17	97,32	0,0993	0,0813
AQC	8	A	54	2020-03-23	09:32:31	519,14	14,51	12,05	51,15	97,34	0,0992	0,0815
AQC	8	A	55	2020-03-23	09:32:32	520,56	14,58	12,12	51,15	97,32	0,0994	0,0816
AQC	8	A	56	2020-03-23	09:32:33	520,69	14,52	12,06	51,15	97,32	0,0995	0,0815
AQC	8	A	57	2020-03-23	09:32:34	522,21	14,57	12,12	51,15	97,34	0,0996	0,0817
AQC	8	A	58	2020-03-23	09:32:35	523,07	14,59	12,13	51,15	97,34	0,0998	0,0817
AQC	8	A	59	2020-03-23	09:32:36	523,43	14,58	12,12	51,16	97,35	0,0998	0,0817
AQC	8	A	60	2020-03-23	09:32:37	523,68	14,58	12,12	51,17	97,32	0,0998	0,0816
AQC	8	A	61	2020-03-23	09:32:38	525,12	14,6	12,14	51,15	97,32	0,1	0,0818
AQC	8	A	62	2020-03-23	09:32:39	525,3	14,67	12,22	51,12	97,32	0,1	0,082
AQC	8	A	63	2020-03-23	09:32:40	525,45	14,66	12,21	51,13	97,33	0,1001	0,082
AQC	8	A	64	2020-03-23	09:32:41	526,53	14,66	12,2	51,15	97,32	0,1002	0,082
AQC	8	A	65	2020-03-23	09:32:42	528,12	14,67	12,22	51,15	97,33	0,1004	0,082
AQC	8	A	66	2020-03-23	09:32:43	528,4	14,68	12,23	51,15	97,34	0,1004	0,0821
AQC	8	A	67	2020-03-23	09:32:44	528,92	14,71	12,26	51,17	97,34	0,1005	0,0822
AQC	8	A	68	2020-03-23	09:32:45	530,05	14,74	12,29	51,15	97,32	0,1007	0,0823
AQC	8	A	69	2020-03-23	09:32:46	530,02	14,76	12,31	51,15	97,31	0,1007	0,0824
AQC	8	A	70	2020-03-23	09:32:47	531,11	14,76	12,31	51,12	97,33	0,1008	0,0824
AQC	8	A	71	2020-03-23	09:32:48	531,11	14,76	12,31	51,12	97,33	0,1008	0,0824
AQC	8	A	72	2020-03-23	09:32:49	532,11	14,79	12,34	51,15	97,33	0,1009	0,0825
AQC	8	A	73	2020-03-23	09:32:50	531,93	14,75	12,3	51,16	97,36	0,1009	0,0823
AQC	8	A	74	2020-03-23	09:32:51	532,85	14,8	12,35	51,17	97,35	0,1011	0,0826
AQC	8	A	75	2020-03-23	09:32:52	533,57	14,81	12,36	51,16	97,34	0,1011	0,0826
AQC	8	A	76	2020-03-23	09:32:53	534,83	14,8	12,35	51,16	97,32	0,1012	0,0825
AQC	8	A	77	2020-03-23	09:32:54	535,39	14,82	12,37	51,13	97,32	0,1014	0,0826
AQC	8	A	78	2020-03-23	09:32:55	535,49	14,88	12,43	51,13	97,32	0,1013	0,0828
AQC	8	A	79	2020-03-23	09:32:56	536,19	14,83	12,39	51,15	97,36	0,1015	0,0826
AQC	8	A	80	2020-03-23	09:32:57	537,04	14,85	12,41	51,15	97,35	0,1016	0,0828
AQC	8	A	81	2020-03-23	09:32:58	537,49	14,87	12,43	51,16	97,35	0,1016	0,0828
AQC	8	A	82	2020-03-23	09:32:59	538,78	14,9	12,46	51,17	97,35	0,1018	0,083
AQC	8	A	83	2020-03-23	09:33:00	539,35	14,86	12,41	51,17	97,32	0,1018	0,0828
AQC	8	A	84	2020-03-23	09:33:01	539,89	14,89	12,44	51,13	97,31	0,1019	0,0829
AQC	8	A	85	2020-03-23	09:33:02	540,12	14,92	12,48	51,12	97,32	0,1021	0,083
AQC	8	A	86	2020-03-23	09:33:03	541,76	14,93	12,48	51,15	97,32	0,1021	0,083
AQC	8	A	87	2020-03-23	09:33:04	541,71	14,89	12,45	51,15	97,33	0,1021	0,0828
AQC	8	A	88	2020-03-23	09:33:05	542,71	14,91	12,46	51,15	97,34	0,1023	0,083
AQC	8	A	89	2020-03-23	09:33:06	543,97	14,96	12,51	51,16	97,32	0,1024	0,0832
AQC	8	A	90	2020-03-23	09:33:07	544,14	14,94	12,5	51,17	97,35	0,1025	0,083
AQC	8	A	91	2020-03-23	09:33:08	544,25	14,95	12,5	51,15	97,31	0,1025	0,0831
AQC	8	A	92	2020-03-23	09:33:09	545,28	14,97	12,52	51,12	97,31	0,1027	0,0832
AQC	8	A	93	2020-03-23	09:33:10	546,52	14,98	12,53	51,15	97,32	0,1027	0,0832
AQC	8	A	94	2020-03-23	09:33:11	546,13	15	12,55	51,15	97,32	0,1028	0,0832
AQC	8	A	95	2020-03-23	09:33:12	547,29	14,96	12,51	51,15	97,34	0,1029	0,0831
AQC	8	A	96	2020-03-23	09:33:13	547,82	15,02	12,57	51,16	97,32	0,103	0,0834
AQC	8	A	97	2020-03-23	09:33:14	548,77	15,02	12,57	51,17	97,34	0,103	0,0833
AQC	8	A	98	2020-03-23	09:33:15	549,11	15,01	12,57	51,16	97,31	0,1031	0,0834
AQC	8	A	99	2020-03-23	09:33:16	549,88	15,03	12,59	51,13	97,31	0,1032	0,0834
AQC	8	A	100	2020-03-23	09:33:17	550,67	15,08	12,64	51,13	97,32	0,1033	0,0836
AQC	8	A	101	2020-03-23	09:33:18	550,82	15,06	12,61	51,15	97,33	0,1033	0,0835
AQC	8	A	102	2020-03-23	09:33:19	551,8	15,06	12,62	51,15	97,34	0,1035	0,0836
AQC	8	A	103	2020-03-23	09:33:20	552,66	15,06	12,62	51,15	97,34	0,1036	0,0836
AQC	8	A	104	2020-03-23	09:33:21	552,85	15,09	12,65	51,16	97,34	0,1036	0,0836
AQC	8	A	105	2020-03-23	09:33:22	554,29	15,11	12,66	51,16	97,32	0,1037	0,0837
AQC	8	A	106	2020-03-23	09:33:23	554,2	15,11	12,67	51,15	97,32	0,1038	0,0837
AQC	8	A	107	2020-03-23	09:33:24	556,02	15,12	12,68	51,15	97,31	0,1039	0,0837
AQC	8	A	108	2020-03-23	09:33:25	555,79	15,12	12,68	51,15	97,33	0,104	0,0837
AQC	8	A	109	2020-03-23	09:33:26	555,66	15,12	12,68	51,15	97,34	0,1039	0,0838
AQC	8	A	110	2020-03-23	09:33:27	556,91	15,15	12,71	51,16	97,34	0,1041	0,0839
AQC	8	A	111	2020-03-23	09:33:28	559,12	15,15	12,7	51,17	97,33	0,1044	0,0838
AQC	8	A	112	2020-03-23	09:33:29	558,92	15,17	12,73	51,17	97,34	0,1043	0,084
AQC	8	A	113	2020-03-23	09:33:30	559,04	15,16	12,71	51,15	97,32	0,1044	0,0839
AQC	8	A	114	2020-03-23	09:33:31	559,04	15,16	12,71	51,15	97,32	0,1044	0,0839
AQC	8	A	115	2020-03-23	09:33:32	558,87	15,21	12,77	51,12	97,34	0,1044	0,0841
AQC	8	A	116	2020-03-23	09:33:33	561,25	15,21	12,77	51,15	97,33	0,1047	0,0841
AQC	8	A	117	2020-03-23	09:33:34	560,34	15,21	12,77	51,15	97,33	0,1045	0,0841
AQC	8	A	118	2020-03-23	09:33:35	561,08	15,23	12,79	51,16	97,34	0,1046	0,0842
AQC	8	A	119	2020-03-23	09:33:36	563,44	15,22	12,78	51,17	97,35	0,1051	0,0842
AQC	8	A	120	2020-03-23	09:33:37	564,55	15,25	12,81	51,17	97,34	0,105	0,0841
AQC	8	A	121	2020-03-23	09:33:38	563,41	15,26	12,81	51,16	97,31	0,1049	0,0843
AQC	8	A	122	2020-03-23	09:33:39	563,64	15,27	12,83	51,15	97,32	0,1049	0,0844
AQC	8	A	123	2020-03-23	09:33:40	565,12	15,29	12,85	51,15	97,34	0,1053	0,0843
AQC	8	A	124	2020-03-23	09:33:41	566,82	15,3	12,85	51,15	97,32	0,1052	0,0845
AQC	8	A	125	2020-03-23	09:33:42	566,25	15,29	12,85	51,15	97,33	0,1053	0,0843
AQC	8	A	126	2020-03-23	09:33:43	566,47	15,31	12,87	51,17	97,33	0,1052	0,0845
AQC	8	A	127	2020-03-23	09:33:44	568,29	15,34	12,89	51,17	97,32	0,1055	0,0846
AQC	8	A	128	2020-03-23	09:33:45	568,2	15,34	12,9	51,16	97,32	0,1055	0,0846
AQC	8	A	129	2020-03-23	09:33:46	568,29	15,35	12,9	51,13	97,31	0,1055	0,0845
AQC	8	A	130	2020-03-23	09:33:47	570,15	15,31	12,87	51,13	97,33	0,1058	0,0845
AQC	8	A	131	2020-03-23	09:33:48	570,3	15,36	12,92	51,15	97,32	0,1058	0,0846
AQC	8	A	132	2020-03-23	09:33:49	571,91	15,36	12,91	51,15	97,32	0,106	0,0847
AQC	8	A	133	2020-03-23	09:33:50	571,93	15,38	12,94	51,15	97,32	0,106	0,0848
AQC	8	A	134	2020-03-23	09:33:51	572,93	15,41	12,97	51,17	97,32	0,1061	0,0847
AQC	8	A	135	2020-03-23	09:33:52	572,47	15,35	12,91	51,16	97,34	0,106	0,0846
AQC	8	A	136	2020-03-23	09:33:53	573,68	15,4	12,95	51,15	97,3	0,1062	0,0848
AQC	8	A	137	2020-03-23	09:33:54	574,31	15,42	12,98	51,12	97,31	0,1063	0,0849
AQC	8	A	138	2020-03-23	09:33:55	576,35	15,45	13,01	51,15	97,33	0,1064	0,0849
AQC	8	A	139	2020-03-23	09:33:56	575,67	15,44	12,99	51,15	97,33	0,1065	0,085
AQC	8	A	140	2020-03-23	09:33:57	575,88	15,41	12,97	51,17	97,33	0,1065	0,0848
AQC	8	A	141	2020-03-23	09:33:58	577,22	15,45	13,01	51,17	97,35	0,1067	0,085
AQC	8	A	142	2020-03-23	09:33:59	576,24	15,45	13,01	51,15	97,34	0,1065	0,085
AQC	8	A	143	2020-03-23	09:34:00	577,47	15,45	13	51,16	97,32	0,1067	0,085
AQC	8	A	144	2020-03-23	09:34:01	577,96	15,47	13,02	51,12	97,32	0,1068	0,085
AQC	8	A	145	2020-03-23	09:34:02	579,44	15,5	13,06	51,15	97,32	0,1068	0,0852
AQC	8	A	146	2020-03-23	09:34:03	579,27	15,48	13,03	51,15	97,33	0,1069	0,0851
AQC	8	A	147	2020-03-23	09:34:04	580,17	15,5	13,06	51,15	97,34	0,1071	0,0852
AQC	8	A	148	2020-03-23	09:34:05	582,16	15,49	13,05	51,15	97,34	0,1072	0,0851
AQC	8	A	149	2020-03-23	09:34:06	581,38	15,51	13,06	51,17	97,31	0,1071	0,0852
AQC	8	A	150	2020-03-23	09:34:07	582,86	15,52	13,07	51,16	97,32	0,1074	0,0853
AQC	8	A	151	2020-03-23	09:34:08	583,76	15,53	13,09	51,15	97,34	0,1075	0,0853
AQC	8	A	152	2020-03-23	09:34:09	583,58	15,52	13,08	51,15	97,32	0,1074	0,0853
AQC	8	A	153	2020-03-23	09:34:10	583,34	15,54	13,1	51,15	97,33	0,1074	0,0853
AQC	8	A	154	2020-03-23	09:34:11	585,17	15,55	13,11	51,15	97,34	0,1076	0,0855
AQC	8	A	155	2020-03-23	09:34:12	584,96	15,57	13,13	51,15	97,35	0,1076	0,0854
AQC	8	A	156	2020-03-23	09:34:13	586,62	15,56	13,11	51,16	97,34	0,1079	0,0854
AQC	8	A	157	2020-03-23	09:34:14	586,86	15,57	13,13	51,16	97,34	0,1078	0,0854
AQC	8	A	158	2020-03-23	09:34:15	586,86	15,57	13,13	51,16	97,34	0,1078	0,0854
AQC	8	A	159	2020-03-23	09:34:16	589,21	15,57	13,12	51,15	97,31	0,1081	0,0854
AQC	8	A	160	2020-03-23	09:34:17	587,48	15,58	13,14	51,15	97,32	0,1079	0,0855
AQC	8	A	161	2020-03-23	09:34:18	588,16	15,58	13,14	51,15	97,31	0,108	0,0854
AQC	8	A	162	2020-03-23	09:34:19	590,22	15,61	13,17	51,15	97,34	0,1083	0,0857
AQC	8	A	163	2020-03-23	09:34:20	590,03	15,59	13,14	51,16	97,33	0,1083	0,0855
AQC	8	A	164	2020-03-23	09:34:21	592,34	15,59	13,14	51,17	97,31	0,1085	0,0855
AQC	8	A	165	2020-03-23	09:34:22	591,98	15,61	13,16	51,17	97,31	0,1084	0,0856
AQC	8	A	166	2020-03-23	09:34:23	592,58	15,66	13,21	51,15	97,31	0,1084	0,0857
AQC	8	A	167	2020-03-23	09:34:24	592,61	15,62	13,17	51,12	97,3	0,1086	0,0855
AQC	8	A	168	2020-03-23	09:34:25	592,6	15,64	13,19	51,15	97,32	0,1085	0,0857
AQC	8	A	169	2020-03-23	09:34:26	594,27	15,62	13,18	51,15	97,32	0,1089	0,0856
AQC	8	A	170	2020-03-23	09:34:27	595,69	15,64	13,2	51,16	97,33	0,1089	0,0857
AQC	8	A	171	2020-03-23	09:34:28	595,49	15,64	13,2	51,15	97,35	0,1089	0,0857
AQC	8	A	172	2020-03-23	09:34:29	596,69	15,65	13,2	51,17	97,31	0,1089	0,0857
AQC	8	A	173	2020-03-23	09:34:30	597,18	15,63	13,18	51,16	97,32	0,1092	0,0856
AQC	8	A	174	2020-03-23	09:34:31	596,89	15,64	13,19	51,15	97,33	0,109	0,0857
AQC	8	A	175	2020-03-23	09:34:32	597,51	15,69	13,24	51,15	97,31	0,1091	0,0859
AQC	8	A	176	2020-03-23	09:34:33	598,22	15,67	13,22	51,15	97,33	0,1093	0,0858
AQC	8	A	177	2020-03-23	09:34:34	598,68	15,67	13,22	51,15	97,33	0,1093	0,0858
AQC	8	A	178	2020-03-23	09:34:35	600,99	15,69	13,24	51,16	97,33	0,1096	0,0859
AQC	8	A	179	2020-03-23	09:34:36	600,24	15,68	13,23	51,17	97,34	0,1094	0,0858
AQC	8	A	180	2020-03-23	09:34:37	601,72	15,67	13,22	51,15	97,32	0,1097	0,0858
AQC	8	A	181	2020-03-23	09:34:38	601,73	15,7	13,25	51,13	97,32	0,1096	0,0859
AQC	8	A	182	2020-03-23	09:34:39	602,46	15,71	13,26	51,13	97,33	0,1098	0,086
AQC	8	A	183	2020-03-23	09:34:40	602,92	15,73	13,28	51,15	97,32	0,1098	0,086
AQC	8	A	184	2020-03-23	09:34:41	603,84	15,72	13,27	51,16	97,32	0,1099	0,086
AQC	8	A	185	2020-03-23	09:34:42	603,62	15,75	13,3	51,17	97,33	0,1099	0,0861
AQC	8	A	186	2020-03-23	09:34:43	605,12	15,74	13,29	51,17	97,32	0,1101	0,0861
AQC	8	A	187	2020-03-23	09:34:44	605,03	15,76	13,31	51,17	97,34	0,11	0,0861
AQC	8	A	188	2020-03-23	09:34:45	605,65	15,74	13,29	51,15	97,32	0,1102	0,086
AQC	8	A	189	2020-03-23	09:34:46	606,34	15,77	13,32	51,15	97,33	0,1102	0,0862
AQC	8	A	190	2020-03-23	09:34:47	607,7	15,76	13,31	51,15	97,32	0,1104	0,0862
AQC	8	A	191	2020-03-23	09:34:48	608,45	15,8	13,35	51,15	97,33	0,1105	0,0863
AQC	8	A	192	2020-03-23	09:34:49	609,16	15,8	13,35	51,16	97,33	0,1105	0,0862
AQC	8	A	193	2020-03-23	09:34:50	608,21	15,79	13,34	51,17	97,33	0,1104	0,0863
AQC	8	A	194	2020-03-23	09:34:51	609,58	15,83	13,38	51,17	97,32	0,1107	0,0864
AQC	8	A	195	2020-03-23	09:34:52	612,33	15,8	13,35	51,15	97,31	0,1109	0,0863
AQC	8	A	196	2020-03-23	09:34:53	610,59	15,82	13,37	51,12	97,31	0,1107	0,0864
AQC	8	A	197	2020-03-23	09:34:54	611,67	15,86	13,41	51,13	97,34	0,111	0,0865
AQC	8	A	198	2020-03-23	09:34:55	612,61	15,84	13,39	51,15	97,33	0,1109	0,0864
AQC	8	A	199	2020-03-23	09:34:56	612,51	15,87	13,42	51,15	97,33	0,111	0,0865
AQC	8	A	200	2020-03-23	09:34:57	613,39	15,87	13,41	51,15	97,33	0,1111	0,0866
AQC	8	A	201	2020-03-23	09:34:58	613,39	15,87	13,41	51,15	97,33	0,1111	0,0866
AQC	8	A	202	2020-03-23	09:34:59	615,1	15,87	13,42	51,17	97,34	0,1113	0,0865
AQC	8	A	203	2020-03-23	09:35:00	614,42	15,89	13,43	51,16	97,31	0,1111	0,0866
AQC	8	A	204	2020-03-23	09:35:01	614,45	15,88	13,43	51,15	97,32	0,1112	0,0866
AQC	8	A	205	2020-03-23	09:35:02	615,32	15,89	13,43	51,15	97,33	0,1113	0,0866
AQC	8	A	206	2020-03-23	09:35:03	616,28	15,89	13,44	51,15	97,33	0,1114	0,0867
AQC	8	A	207	2020-03-23	09:35:04	617,08	15,92	13,47	51,15	97,34	0,1115	0,0867
AQC	8	A	208	2020-03-23	09:35:05	618,2	15,91	13,45	51,16	97,32	0,1116	0,0867
AQC	8	A	209	2020-03-23	09:35:06	617,33	15,95	13,49	51,17	97,32	0,1116	0,0868
AQC	8	A	210	2020-03-23	09:35:07	618,58	15,92	13,47	51,15	97,32	0,1116	0,0867
AQC	8	A	211	2020-03-23	09:35:08	619,28	15,93	13,47	51,15	97,32	0,1118	0,0867
