Treatment	Chamber	WDH	Seconds	Date(Y-M-D)	Time(H:M:S)	CO2(ppm)	H2O(ppt)	H2O(C)	Cell_Temperature(C)	Cell_Pressure(kPa)	CO2_Absorption	H2O_Absorption
AQC	7	C	108	2020-03-23	16:03:40	571,76	15,03	12,55	51,15	97,13	0,1058	0,0832
AQC	7	C	109	2020-03-23	16:03:41	572,26	15,01	12,54	51,15	97,15	0,1058	0,0833
AQC	7	C	110	2020-03-23	16:03:42	573,94	15,05	12,58	51,17	97,17	0,1061	0,0833
AQC	7	C	111	2020-03-23	16:03:43	573,63	15,02	12,55	51,17	97,14	0,1059	0,0832
AQC	7	C	112	2020-03-23	16:03:44	574,53	15,06	12,59	51,16	97,15	0,1062	0,0834
AQC	7	C	113	2020-03-23	16:03:45	574,78	15,06	12,59	51,15	97,13	0,1061	0,0834
AQC	7	C	114	2020-03-23	16:03:46	576,13	15,09	12,61	51,12	97,14	0,1064	0,0835
AQC	7	C	115	2020-03-23	16:03:47	577,27	15,1	12,63	51,15	97,15	0,1064	0,0835
AQC	7	C	116	2020-03-23	16:03:48	577,64	15,08	12,61	51,15	97,17	0,1065	0,0835
AQC	7	C	117	2020-03-23	16:03:49	578,81	15,09	12,61	51,16	97,15	0,1067	0,0834
AQC	7	C	118	2020-03-23	16:03:50	579,19	15,1	12,63	51,17	97,15	0,1067	0,0836
AQC	7	C	119	2020-03-23	16:03:51	580,1	15,13	12,66	51,17	97,15	0,1068	0,0837
AQC	7	C	120	2020-03-23	16:03:52	581,19	15,14	12,67	51,16	97,16	0,107	0,0836
AQC	7	C	121	2020-03-23	16:03:53	582	15,13	12,66	51,15	97,13	0,107	0,0836
AQC	7	C	122	2020-03-23	16:03:54	583,8	15,13	12,66	51,15	97,15	0,1072	0,0837
AQC	7	C	123	2020-03-23	16:03:55	582,94	15,14	12,67	51,15	97,17	0,1072	0,0837
AQC	7	C	124	2020-03-23	16:03:56	584,6	15,16	12,69	51,15	97,15	0,1074	0,0837
AQC	7	C	125	2020-03-23	16:03:57	584,33	15,18	12,71	51,16	97,15	0,1074	0,0838
AQC	7	C	126	2020-03-23	16:03:58	586,75	15,14	12,67	51,17	97,17	0,1076	0,0836
AQC	7	C	127	2020-03-23	16:03:59	587,61	15,16	12,69	51,17	97,15	0,1077	0,0838
AQC	7	C	128	2020-03-23	16:04:00	587,99	15,2	12,73	51,13	97,14	0,1078	0,0839
AQC	7	C	129	2020-03-23	16:04:01	589,35	15,18	12,7	51,13	97,14	0,1079	0,0838
AQC	7	C	130	2020-03-23	16:04:02	588,13	15,2	12,73	51,15	97,15	0,1077	0,0839
AQC	7	C	131	2020-03-23	16:04:03	590,36	15,18	12,7	51,16	97,15	0,1081	0,0838
AQC	7	C	132	2020-03-23	16:04:04	591,27	15,2	12,73	51,17	97,16	0,1082	0,084
AQC	7	C	133	2020-03-23	16:04:05	592,03	15,21	12,74	51,17	97,14	0,1083	0,0839
AQC	7	C	134	2020-03-23	16:04:06	592,29	15,21	12,74	51,17	97,16	0,1083	0,0839
AQC	7	C	135	2020-03-23	16:04:07	594,46	15,24	12,77	51,16	97,14	0,1085	0,084
AQC	7	C	136	2020-03-23	16:04:08	594,36	15,2	12,73	51,15	97,15	0,1086	0,0839
AQC	7	C	137	2020-03-23	16:04:09	594,62	15,24	12,77	51,15	97,14	0,1085	0,084
AQC	7	C	138	2020-03-23	16:04:10	595,09	15,22	12,75	51,15	97,17	0,1087	0,084
AQC	7	C	139	2020-03-23	16:04:11	597,5	15,25	12,77	51,16	97,14	0,109	0,084
AQC	7	C	140	2020-03-23	16:04:12	597,5	15,25	12,77	51,16	97,14	0,109	0,084
AQC	7	C	141	2020-03-23	16:04:13	597,34	15,25	12,78	51,17	97,15	0,1089	0,0842
AQC	7	C	142	2020-03-23	16:04:14	599,33	15,25	12,78	51,17	97,15	0,1091	0,084
AQC	7	C	143	2020-03-23	16:04:15	598,96	15,26	12,78	51,17	97,13	0,1091	0,0841
AQC	7	C	144	2020-03-23	16:04:16	600,53	15,27	12,8	51,12	97,14	0,1093	0,0842
AQC	7	C	145	2020-03-23	16:04:17	600,28	15,28	12,81	51,15	97,14	0,1093	0,0842
AQC	7	C	146	2020-03-23	16:04:18	601,23	15,27	12,8	51,15	97,15	0,1094	0,0842
AQC	7	C	147	2020-03-23	16:04:19	602,15	15,28	12,81	51,15	97,16	0,1095	0,0842
AQC	7	C	148	2020-03-23	16:04:20	602,23	15,28	12,81	51,16	97,15	0,1095	0,0842
AQC	7	C	149	2020-03-23	16:04:21	604,32	15,32	12,85	51,17	97,17	0,1098	0,0844
AQC	7	C	150	2020-03-23	16:04:22	604,9	15,29	12,82	51,16	97,15	0,1099	0,0842
AQC	7	C	151	2020-03-23	16:04:23	604,79	15,33	12,85	51,15	97,13	0,1097	0,0844
AQC	7	C	152	2020-03-23	16:04:24	606,08	15,31	12,84	51,15	97,15	0,11	0,0843
AQC	7	C	153	2020-03-23	16:04:25	607,17	15,33	12,86	51,15	97,15	0,1101	0,0844
AQC	7	C	154	2020-03-23	16:04:26	607,67	15,32	12,85	51,16	97,17	0,1102	0,0844
AQC	7	C	155	2020-03-23	16:04:27	607,98	15,33	12,86	51,17	97,18	0,1102	0,0844
AQC	7	C	156	2020-03-23	16:04:28	609,18	15,36	12,88	51,17	97,14	0,1103	0,0845
AQC	7	C	157	2020-03-23	16:04:29	610,13	15,34	12,87	51,17	97,14	0,1105	0,0843
AQC	7	C	158	2020-03-23	16:04:30	611,46	15,35	12,88	51,15	97,15	0,1106	0,0845
AQC	7	C	159	2020-03-23	16:04:31	611,35	15,35	12,87	51,13	97,15	0,1106	0,0844
AQC	7	C	160	2020-03-23	16:04:32	612,72	15,37	12,9	51,15	97,15	0,1108	0,0846
AQC	7	C	161	2020-03-23	16:04:33	614,17	15,37	12,9	51,15	97,15	0,111	0,0845
AQC	7	C	162	2020-03-23	16:04:34	612,77	15,38	12,91	51,16	97,16	0,1108	0,0845
AQC	7	C	163	2020-03-23	16:04:35	614,64	15,35	12,88	51,17	97,15	0,111	0,0844
AQC	7	C	164	2020-03-23	16:04:36	616,03	15,36	12,89	51,17	97,14	0,1112	0,0845
AQC	7	C	165	2020-03-23	16:04:37	617	15,4	12,93	51,16	97,14	0,1113	0,0846
AQC	7	C	166	2020-03-23	16:04:38	617,64	15,38	12,91	51,12	97,16	0,1114	0,0846
AQC	7	C	167	2020-03-23	16:04:39	618,11	15,38	12,91	51,15	97,14	0,1114	0,0847
AQC	7	C	168	2020-03-23	16:04:40	618,69	15,38	12,92	51,16	97,17	0,1115	0,0845
AQC	7	C	169	2020-03-23	16:04:41	619,43	15,39	12,92	51,15	97,16	0,1115	0,0846
AQC	7	C	170	2020-03-23	16:04:42	619,49	15,4	12,93	51,17	97,15	0,1117	0,0847
AQC	7	C	171	2020-03-23	16:04:43	620,26	15,43	12,96	51,16	97,17	0,1117	0,0848
AQC	7	C	172	2020-03-23	16:04:44	621,71	15,39	12,92	51,15	97,15	0,1119	0,0845
AQC	7	C	173	2020-03-23	16:04:45	622,72	15,42	12,95	51,16	97,13	0,1119	0,0848
AQC	7	C	174	2020-03-23	16:04:46	622,27	15,43	12,96	51,15	97,14	0,1119	0,0848
AQC	7	C	175	2020-03-23	16:04:47	623,87	15,4	12,93	51,15	97,14	0,1121	0,0846
AQC	7	C	176	2020-03-23	16:04:48	624,38	15,44	12,97	51,16	97,17	0,1122	0,0849
AQC	7	C	177	2020-03-23	16:04:49	625,52	15,42	12,95	51,17	97,15	0,1123	0,0847
AQC	7	C	178	2020-03-23	16:04:50	626,19	15,45	12,98	51,17	97,16	0,1125	0,0848
AQC	7	C	179	2020-03-23	16:04:51	627,24	15,43	12,95	51,16	97,13	0,1124	0,0848
AQC	7	C	180	2020-03-23	16:04:52	627,57	15,47	13	51,13	97,13	0,1126	0,0849
AQC	7	C	181	2020-03-23	16:04:53	628,57	15,48	13	51,13	97,14	0,1127	0,0849
AQC	7	C	182	2020-03-23	16:04:54	629,11	15,46	12,99	51,15	97,15	0,1128	0,0849
AQC	7	C	183	2020-03-23	16:04:55	629,11	15,46	12,99	51,15	97,15	0,1128	0,0849
AQC	7	C	184	2020-03-23	16:04:56	628,97	15,46	12,99	51,15	97,15	0,1127	0,0849
AQC	7	C	185	2020-03-23	16:04:57	629,86	15,48	13,01	51,19	97,17	0,1128	0,085
AQC	7	C	186	2020-03-23	16:04:58	632,15	15,46	12,99	51,17	97,15	0,1132	0,0849
AQC	7	C	187	2020-03-23	16:04:59	632,16	15,49	13,02	51,16	97,14	0,113	0,0849
AQC	7	C	188	2020-03-23	16:05:00	632,78	15,47	13	51,15	97,14	0,1132	0,0849
AQC	7	C	189	2020-03-23	16:05:01	634,62	15,54	13,06	51,15	97,14	0,1134	0,0852
AQC	7	C	190	2020-03-23	16:05:02	634,62	15,48	13,01	51,15	97,15	0,1134	0,0849
AQC	7	C	191	2020-03-23	16:05:03	634,97	15,51	13,04	51,15	97,15	0,1135	0,085
AQC	7	C	192	2020-03-23	16:05:04	634,92	15,48	13,01	51,16	97,16	0,1134	0,085
AQC	7	D	1	2020-03-23	18:33:19	504,25	10,64	7,39	51,15	97,14	0,097	0,0654
AQC	7	D	2	2020-03-23	18:33:20	508,23	10,64	7,4	51,15	97,16	0,0977	0,0653
AQC	7	D	3	2020-03-23	18:33:21	508,04	10,66	7,43	51,15	97,16	0,0974	0,0655
AQC	7	D	4	2020-03-23	18:33:22	508,36	10,7	7,49	51,15	97,15	0,0975	0,0657
AQC	7	D	5	2020-03-23	18:33:23	506,93	10,76	7,57	51,15	97,18	0,0974	0,0659
AQC	7	D	6	2020-03-23	18:33:24	508,98	10,77	7,58	51,17	97,17	0,0977	0,0659
AQC	7	D	7	2020-03-23	18:33:25	510,25	10,81	7,63	51,15	97,15	0,0979	0,0662
AQC	7	D	8	2020-03-23	18:33:26	509,07	10,81	7,64	51,15	97,15	0,0975	0,0661
AQC	7	D	9	2020-03-23	18:33:27	512,51	10,84	7,68	51,15	97,16	0,0984	0,0663
AQC	7	D	10	2020-03-23	18:33:28	514,16	10,86	7,7	51,15	97,17	0,0983	0,0664
AQC	7	D	11	2020-03-23	18:33:29	513,43	10,9	7,76	51,15	97,16	0,0982	0,0665
AQC	7	D	12	2020-03-23	18:33:30	513,14	10,91	7,77	51,15	97,16	0,0982	0,0666
AQC	7	D	13	2020-03-23	18:33:31	516,74	10,95	7,82	51,17	97,14	0,0988	0,0668
AQC	7	D	14	2020-03-23	18:33:32	519,45	10,95	7,82	51,15	97,15	0,0992	0,0667
AQC	7	D	15	2020-03-23	18:33:33	519,13	10,97	7,84	51,15	97,15	0,0988	0,0668
AQC	7	D	16	2020-03-23	18:33:34	518,77	11,02	7,92	51,15	97,16	0,099	0,067
AQC	7	D	17	2020-03-23	18:33:35	518,51	11,03	7,93	51,15	97,16	0,0989	0,0671
AQC	7	D	18	2020-03-23	18:33:36	519,23	11,05	7,96	51,15	97,15	0,0989	0,0671
AQC	7	D	19	2020-03-23	18:33:37	519,23	11,07	7,98	51,15	97,15	0,099	0,0673
AQC	7	D	20	2020-03-23	18:33:38	521,54	11,1	8,03	51,15	97,17	0,0993	0,0674
AQC	7	D	21	2020-03-23	18:33:39	521,61	11,12	8,04	51,16	97,14	0,0993	0,0675
AQC	7	D	22	2020-03-23	18:33:40	523,26	11,15	8,08	51,15	97,15	0,0996	0,0675
AQC	7	D	23	2020-03-23	18:33:41	523,59	11,15	8,08	51,13	97,14	0,0996	0,0676
AQC	7	D	24	2020-03-23	18:33:42	524,17	11,18	8,13	51,13	97,15	0,0996	0,0677
AQC	7	D	25	2020-03-23	18:33:43	525,48	11,2	8,15	51,15	97,16	0,0999	0,0678
AQC	7	D	26	2020-03-23	18:33:44	527,44	11,24	8,2	51,15	97,16	0,1002	0,0679
AQC	7	D	27	2020-03-23	18:33:45	528,76	11,22	8,18	51,15	97,15	0,1002	0,068
AQC	7	D	28	2020-03-23	18:33:46	530,18	11,27	8,24	51,16	97,16	0,1004	0,0681
AQC	7	D	29	2020-03-23	18:33:47	530,17	11,28	8,26	51,15	97,15	0,1004	0,0681
AQC	7	D	30	2020-03-23	18:33:48	530,87	11,3	8,27	51,15	97,13	0,1005	0,0682
AQC	7	D	31	2020-03-23	18:33:49	531,93	11,3	8,28	51,12	97,14	0,1007	0,0682
AQC	7	D	32	2020-03-23	18:33:50	533,84	11,31	8,3	51,15	97,15	0,101	0,0683
AQC	7	D	33	2020-03-23	18:33:51	534,09	11,34	8,33	51,15	97,15	0,1009	0,0684
AQC	7	D	34	2020-03-23	18:33:52	536,01	11,36	8,37	51,16	97,17	0,1013	0,0685
AQC	7	D	35	2020-03-23	18:33:53	535,92	11,37	8,37	51,16	97,15	0,1011	0,0685
AQC	7	D	36	2020-03-23	18:33:54	536,5	11,38	8,38	51,16	97,14	0,1013	0,0686
AQC	7	D	37	2020-03-23	18:33:55	538,34	11,39	8,4	51,15	97,15	0,1015	0,0686
AQC	7	D	38	2020-03-23	18:33:56	537,81	11,46	8,49	51,12	97,15	0,1015	0,069
AQC	7	D	39	2020-03-23	18:33:57	540,68	11,41	8,43	51,13	97,16	0,1018	0,0688
AQC	7	D	40	2020-03-23	18:33:58	539,68	11,44	8,46	51,15	97,14	0,1017	0,0688
AQC	7	D	41	2020-03-23	18:33:59	539,36	11,47	8,51	51,15	97,16	0,1015	0,069
AQC	7	D	42	2020-03-23	18:34:00	539,1	11,49	8,53	51,16	97,15	0,1016	0,0691
AQC	7	D	43	2020-03-23	18:34:01	539,1	11,49	8,53	51,16	97,15	0,1016	0,0691
AQC	7	D	44	2020-03-23	18:34:02	539,05	11,51	8,55	51,16	97,14	0,1015	0,0692
AQC	7	D	45	2020-03-23	18:34:03	541,12	11,51	8,55	51,15	97,14	0,102	0,0691
AQC	7	D	46	2020-03-23	18:34:04	543,24	11,52	8,56	51,15	97,16	0,1021	0,0692
AQC	7	D	47	2020-03-23	18:34:05	543,04	11,56	8,62	51,15	97,15	0,1021	0,0694
AQC	7	D	48	2020-03-23	18:34:06	544,07	11,54	8,6	51,15	97,16	0,1022	0,0693
AQC	7	D	49	2020-03-23	18:34:07	542,78	11,54	8,6	51,15	97,16	0,102	0,0693
AQC	7	D	50	2020-03-23	18:34:08	544,58	11,59	8,66	51,15	97,16	0,1023	0,0695
AQC	7	D	51	2020-03-23	18:34:09	546,2	11,61	8,68	51,16	97,16	0,1025	0,0697
AQC	7	D	52	2020-03-23	18:34:10	546,89	11,61	8,68	51,15	97,15	0,1026	0,0695
AQC	7	D	53	2020-03-23	18:34:11	547,42	11,61	8,68	51,12	97,14	0,1027	0,0695
AQC	7	D	54	2020-03-23	18:34:12	549,09	11,63	8,7	51,15	97,14	0,1029	0,0696
AQC	7	D	55	2020-03-23	18:34:13	549,2	11,65	8,73	51,15	97,15	0,1028	0,0698
AQC	7	D	56	2020-03-23	18:34:14	549,89	11,63	8,71	51,15	97,17	0,103	0,0696
AQC	7	D	57	2020-03-23	18:34:15	552,28	11,65	8,73	51,16	97,15	0,1032	0,0698
AQC	7	D	58	2020-03-23	18:34:16	551,65	11,69	8,78	51,17	97,14	0,1033	0,0699
AQC	7	D	59	2020-03-23	18:34:17	554,42	11,68	8,77	51,15	97,14	0,1035	0,0699
AQC	7	D	60	2020-03-23	18:34:18	553,45	11,68	8,77	51,15	97,14	0,1033	0,0698
AQC	7	D	61	2020-03-23	18:34:19	554,02	11,7	8,8	51,15	97,13	0,1035	0,07
AQC	7	D	62	2020-03-23	18:34:20	555,13	11,71	8,81	51,15	97,14	0,1036	0,07
AQC	7	D	63	2020-03-23	18:34:21	555,62	11,71	8,82	51,15	97,17	0,1037	0,07
AQC	7	D	64	2020-03-23	18:34:22	556,7	11,71	8,82	51,15	97,16	0,1038	0,0701
AQC	7	D	65	2020-03-23	18:34:23	558,24	11,76	8,88	51,16	97,16	0,104	0,0702
AQC	7	D	66	2020-03-23	18:34:24	559,25	11,75	8,86	51,17	97,15	0,1042	0,0701
AQC	7	D	67	2020-03-23	18:34:25	560,84	11,77	8,88	51,15	97,14	0,1043	0,0702
AQC	7	D	68	2020-03-23	18:34:26	559,88	11,76	8,88	51,15	97,14	0,1042	0,0702
AQC	7	D	69	2020-03-23	18:34:27	561,27	11,76	8,87	51,15	97,13	0,1044	0,0702
AQC	7	D	70	2020-03-23	18:34:28	563,67	11,82	8,94	51,15	97,14	0,1047	0,0705
AQC	7	D	71	2020-03-23	18:34:29	563,8	11,82	8,95	51,15	97,16	0,1048	0,0704
AQC	7	D	72	2020-03-23	18:34:30	563,48	11,8	8,92	51,16	97,16	0,1047	0,0703
AQC	7	D	73	2020-03-23	18:34:31	565,18	11,8	8,92	51,16	97,16	0,105	0,0704
AQC	7	D	74	2020-03-23	18:34:32	565,22	11,85	8,98	51,15	97,13	0,1047	0,0706
AQC	7	D	75	2020-03-23	18:34:33	565,04	11,85	8,98	51,15	97,16	0,1049	0,0706
AQC	7	D	76	2020-03-23	18:34:34	568,68	11,84	8,97	51,15	97,15	0,1054	0,0705
AQC	7	D	77	2020-03-23	18:34:35	569,37	11,87	9,01	51,15	97,14	0,1054	0,0707
AQC	7	D	78	2020-03-23	18:34:36	569,48	11,86	9	51,15	97,15	0,1055	0,0706
AQC	7	D	79	2020-03-23	18:34:37	570,75	11,87	9,01	51,17	97,15	0,1055	0,0707
AQC	7	D	80	2020-03-23	18:34:38	570,19	11,88	9,03	51,16	97,15	0,1056	0,0707
AQC	7	D	81	2020-03-23	18:34:39	571,52	11,91	9,05	51,15	97,14	0,1057	0,0708
AQC	7	D	82	2020-03-23	18:34:40	572,1	11,93	9,09	51,15	97,14	0,1058	0,0709
AQC	7	D	83	2020-03-23	18:34:41	575,24	11,91	9,06	51,15	97,14	0,1062	0,0708
AQC	7	D	84	2020-03-23	18:34:42	575,41	11,9	9,05	51,15	97,13	0,1061	0,0707
AQC	7	D	85	2020-03-23	18:34:43	573,47	11,94	9,1	51,15	97,14	0,1059	0,0711
AQC	7	D	86	2020-03-23	18:34:44	575,26	11,95	9,11	51,15	97,16	0,1062	0,071
AQC	7	D	87	2020-03-23	18:34:45	575,26	11,95	9,11	51,15	97,16	0,1062	0,071
AQC	7	D	88	2020-03-23	18:34:46	576,38	11,94	9,09	51,16	97,15	0,1063	0,0709
AQC	7	D	89	2020-03-23	18:34:47	578,86	11,97	9,14	51,15	97,15	0,1067	0,0712
AQC	7	D	90	2020-03-23	18:34:48	580,92	11,98	9,14	51,13	97,14	0,1068	0,0711
AQC	7	D	91	2020-03-23	18:34:49	582,93	11,99	9,15	51,12	97,15	0,1071	0,0711
AQC	7	D	92	2020-03-23	18:34:50	583,1	11,97	9,13	51,15	97,14	0,1071	0,0711
AQC	7	D	93	2020-03-23	18:34:51	584,43	12,01	9,18	51,15	97,13	0,1073	0,0712
AQC	7	D	94	2020-03-23	18:34:52	583,89	11,99	9,16	51,15	97,15	0,1072	0,0711
AQC	7	D	95	2020-03-23	18:34:53	584,12	12	9,17	51,16	97,16	0,1072	0,0713
AQC	7	D	96	2020-03-23	18:34:54	584,7	12,02	9,2	51,15	97,16	0,1073	0,0713
AQC	7	D	97	2020-03-23	18:34:55	585,62	12,04	9,22	51,13	97,15	0,1074	0,0714
AQC	7	D	98	2020-03-23	18:34:56	587,35	12,02	9,2	51,13	97,14	0,1077	0,0713
AQC	7	D	99	2020-03-23	18:34:57	587,84	12,07	9,25	51,15	97,14	0,1076	0,0715
AQC	7	D	100	2020-03-23	18:34:58	588,19	12,05	9,23	51,15	97,15	0,1078	0,0714
AQC	7	D	101	2020-03-23	18:34:59	588,06	12,07	9,26	51,15	97,15	0,1078	0,0716
AQC	7	D	102	2020-03-23	18:35:00	591,05	12,07	9,26	51,16	97,16	0,1082	0,0714
AQC	7	D	103	2020-03-23	18:35:01	588,88	12,08	9,27	51,16	97,15	0,1076	0,0716
AQC	7	D	104	2020-03-23	18:35:02	588,66	12,11	9,31	51,15	97,14	0,1078	0,0716
AQC	7	D	105	2020-03-23	18:35:03	589,42	12,08	9,27	51,12	97,16	0,108	0,0715
AQC	7	D	106	2020-03-23	18:35:04	590,72	12,1	9,29	51,12	97,15	0,1081	0,0716
AQC	7	D	107	2020-03-23	18:35:05	590,42	12,11	9,31	51,15	97,17	0,108	0,0717
AQC	7	D	108	2020-03-23	18:35:06	592,52	12,08	9,27	51,15	97,16	0,1084	0,0715
AQC	7	D	109	2020-03-23	18:35:07	594,99	12,14	9,34	51,16	97,15	0,1086	0,0718
AQC	7	D	110	2020-03-23	18:35:08	594,62	12,13	9,33	51,16	97,14	0,1085	0,0717
AQC	7	D	111	2020-03-23	18:35:09	594,6	12,12	9,32	51,15	97,14	0,1084	0,0718
AQC	7	D	112	2020-03-23	18:35:10	596,05	12,16	9,37	51,15	97,14	0,1087	0,0719
AQC	7	D	113	2020-03-23	18:35:11	595,19	12,12	9,32	51,15	97,15	0,1087	0,0716
AQC	7	D	114	2020-03-23	18:35:12	595,72	12,13	9,33	51,15	97,14	0,1086	0,0718
AQC	7	D	115	2020-03-23	18:35:13	598,41	12,15	9,36	51,15	97,15	0,1091	0,0718
AQC	7	D	116	2020-03-23	18:35:14	599,4	12,15	9,35	51,15	97,15	0,1091	0,0718
AQC	7	D	117	2020-03-23	18:35:15	596,84	12,17	9,39	51,16	97,16	0,1086	0,0719
AQC	7	D	118	2020-03-23	18:35:16	598,75	12,17	9,39	51,16	97,16	0,1092	0,072
AQC	7	D	119	2020-03-23	18:35:17	600,8	12,16	9,36	51,15	97,13	0,1093	0,0719
AQC	7	D	120	2020-03-23	18:35:18	601,06	12,18	9,39	51,12	97,13	0,1093	0,0719
AQC	7	D	121	2020-03-23	18:35:19	601,24	12,18	9,39	51,12	97,13	0,1093	0,072
AQC	7	D	122	2020-03-23	18:35:20	601,01	12,18	9,39	51,15	97,15	0,1092	0,0719
AQC	7	D	123	2020-03-23	18:35:21	600,77	12,18	9,4	51,15	97,17	0,1093	0,072
AQC	7	D	124	2020-03-23	18:35:22	602,82	12,17	9,38	51,17	97,14	0,1096	0,0719
AQC	7	D	125	2020-03-23	18:35:23	604,26	12,2	9,42	51,17	97,16	0,1097	0,072
AQC	7	D	126	2020-03-23	18:35:24	607	12,18	9,39	51,15	97,11	0,11	0,0719
AQC	7	D	127	2020-03-23	18:35:25	604,81	12,22	9,44	51,15	97,13	0,1098	0,0722
AQC	7	D	128	2020-03-23	18:35:26	606,49	12,2	9,42	51,15	97,13	0,1099	0,072
AQC	7	D	129	2020-03-23	18:35:27	606,86	12,22	9,44	51,15	97,15	0,1099	0,0721
AQC	7	D	130	2020-03-23	18:35:28	605,78	12,22	9,44	51,15	97,17	0,11	0,0721
AQC	7	D	131	2020-03-23	18:35:29	605,78	12,22	9,44	51,15	97,17	0,11	0,0721
AQC	7	D	132	2020-03-23	18:35:30	608,66	12,21	9,43	51,15	97,15	0,1103	0,0721
AQC	7	D	133	2020-03-23	18:35:31	609,81	12,2	9,42	51,17	97,13	0,1103	0,072
AQC	7	D	134	2020-03-23	18:35:32	609,45	12,22	9,44	51,16	97,14	0,1103	0,0722
AQC	7	D	135	2020-03-23	18:35:33	609,52	12,23	9,45	51,15	97,14	0,1103	0,0722
AQC	7	D	136	2020-03-23	18:35:34	609,96	12,23	9,45	51,15	97,13	0,1104	0,0722
AQC	7	D	137	2020-03-23	18:35:35	610,96	12,23	9,45	51,15	97,15	0,1106	0,0722
AQC	7	D	138	2020-03-23	18:35:36	611,28	12,22	9,44	51,15	97,14	0,1104	0,0721
AQC	7	D	139	2020-03-23	18:35:37	612,43	12,23	9,45	51,15	97,15	0,1107	0,0722
AQC	7	D	140	2020-03-23	18:35:38	612,68	12,25	9,48	51,17	97,17	0,1107	0,0723
AQC	7	D	141	2020-03-23	18:35:39	614,08	12,25	9,48	51,15	97,13	0,1109	0,0722
AQC	7	D	142	2020-03-23	18:35:40	614,9	12,26	9,49	51,13	97,14	0,111	0,0722
AQC	7	D	143	2020-03-23	18:35:41	615,53	12,26	9,48	51,13	97,13	0,111	0,0724
AQC	7	D	144	2020-03-23	18:35:42	616,16	12,26	9,5	51,15	97,14	0,1113	0,0722
AQC	7	D	145	2020-03-23	18:35:43	617,19	12,26	9,49	51,15	97,14	0,1112	0,0723
AQC	7	D	146	2020-03-23	18:35:44	618,18	12,28	9,51	51,15	97,15	0,1114	0,0724
AQC	7	D	147	2020-03-23	18:35:45	618,04	12,26	9,49	51,17	97,14	0,1114	0,0723
AQC	7	D	148	2020-03-23	18:35:46	618,98	12,29	9,52	51,16	97,16	0,1115	0,0724
AQC	7	D	149	2020-03-23	18:35:47	618,72	12,28	9,51	51,15	97,13	0,1114	0,0724
AQC	7	D	150	2020-03-23	18:35:48	620,88	12,29	9,52	51,15	97,14	0,1118	0,0724
AQC	7	D	151	2020-03-23	18:35:49	621,57	12,3	9,54	51,15	97,13	0,1116	0,0725
AQC	7	D	152	2020-03-23	18:35:50	620,71	12,27	9,5	51,15	97,15	0,1118	0,0723
AQC	7	D	153	2020-03-23	18:35:51	621,13	12,31	9,55	51,16	97,14	0,1117	0,0725
AQC	7	D	154	2020-03-23	18:35:52	622,19	12,29	9,53	51,15	97,15	0,1119	0,0724
AQC	7	D	155	2020-03-23	18:35:53	622,82	12,28	9,52	51,17	97,15	0,112	0,0724
AQC	7	D	156	2020-03-23	18:35:54	623,96	12,33	9,57	51,15	97,14	0,1121	0,0726
AQC	7	D	157	2020-03-23	18:35:55	625,99	12,31	9,55	51,12	97,12	0,1123	0,0725
AQC	7	D	158	2020-03-23	18:35:56	625,8	12,33	9,57	51,12	97,13	0,1123	0,0726
AQC	7	D	159	2020-03-23	18:35:57	626,22	12,26	9,49	51,15	97,14	0,1123	0,0722
AQC	7	D	160	2020-03-23	18:35:58	626,57	12,33	9,58	51,15	97,14	0,1124	0,0726
AQC	7	D	161	2020-03-23	18:35:59	628,28	12,32	9,57	51,15	97,14	0,1125	0,0726
AQC	7	D	162	2020-03-23	18:36:00	628,4	12,31	9,55	51,17	97,17	0,1127	0,0725
AQC	7	D	163	2020-03-23	18:36:01	630,6	12,32	9,56	51,16	97,15	0,1129	0,0726
AQC	7	D	164	2020-03-23	18:36:02	632,96	12,31	9,55	51,15	97,14	0,1131	0,0725
AQC	7	D	165	2020-03-23	18:36:03	628,73	12,33	9,58	51,12	97,13	0,1125	0,0726
AQC	7	D	166	2020-03-23	18:36:04	629,69	12,31	9,55	51,15	97,17	0,1128	0,0725
AQC	7	D	167	2020-03-23	18:36:05	631,9	12,34	9,6	51,15	97,17	0,1131	0,0726
AQC	7	D	168	2020-03-23	18:36:06	632,26	12,32	9,57	51,16	97,14	0,113	0,0725
AQC	7	D	169	2020-03-23	18:36:07	630,78	12,29	9,53	51,17	97,16	0,1128	0,0724
AQC	7	D	170	2020-03-23	18:36:08	633,03	12,32	9,57	51,16	97,16	0,1133	0,0726
AQC	7	D	171	2020-03-23	18:36:09	634,53	12,33	9,57	51,13	97,14	0,1132	0,0725
AQC	7	D	172	2020-03-23	18:36:10	634,92	12,34	9,59	51,12	97,13	0,1134	0,0726
AQC	7	D	173	2020-03-23	18:36:11	635,07	12,31	9,55	51,15	97,15	0,1134	0,0726
AQC	7	D	174	2020-03-23	18:36:12	635,07	12,31	9,55	51,15	97,15	0,1134	0,0726
AQC	7	D	175	2020-03-23	18:36:13	635,33	12,35	9,59	51,15	97,15	0,1133	0,0727
AQC	7	D	176	2020-03-23	18:36:14	634,42	12,35	9,6	51,15	97,15	0,1134	0,0726
AQC	7	D	177	2020-03-23	18:36:15	636,56	12,35	9,6	51,17	97,15	0,1136	0,0726
AQC	7	D	178	2020-03-23	18:36:16	636,17	12,35	9,6	51,17	97,14	0,1136	0,0727
